"","user_id","username","t_group","location","country","lat","lng","followers_count","friends_count"
"1",10420,"JBenson2","C","Minneapolis, Minnesota","US",44.97775,-93.26501,216,146
"2",2953201,"LostinMemphis","T","Memphis, TN","US",35.14953,-90.04898,122,353
"3",9245612,"LVKen7","C","Columbia, TN","US",35.61507,-87.03528,399,620
"4",10625352,"00patriot","C","USA","US",37.09024,-95.71289,231,238
"5",13891942,"rlcleveland","C","","",0,0,72,625
"6",13944672,"phrenic","T","Little Rock, AR","US",34.74648,-92.28959,209,989
"7",14107163,"mich_linux_guy","C","Michigan, US","US",44.31484,-85.60236,860,104
"8",14115756,"jms_15904","C","","",0,0,23,210
"9",14469891,"btrader","C","Florida, USA","US",27.66483,-81.51575,433,1104
"10",14825402,"TheRightWife","C","Taylors, SC","US",34.92039,-82.29623,155,134
"11",14870411,"BarbNMass","T","","",0,0,577,18
"12",14886607,"mumbaihawk","T","Joplin Mo.","US",37.08423,-94.51328,21,10
"13",14921582,"robarmstrong","C","Reno, NV / NYC","US",39.52963,-119.8138,253,302
"14",15006358,"randybess","C","Dominican Republic","DO",18.73569,-70.16265,160,435
"15",15222595,"cabbageguy","T","Caledonia, MI","US",42.7892,-85.51669,137,557
"16",15487216,"tjlewis226","C","","",0,0,149,83
"17",15501473,"ISPtpr1151","C","Madison County, IL","US",38.90414,-89.92532,260,777
"18",15501644,"Fireltb","T","","",0,0,42,49
"19",15502170,"gstark","C","Bogota Colombia","CO",4.71099,-74.07209,236,273
"20",15549116,"TrudyG","C","NEW Jersey ","US",40.05832,-74.40566,223,404
"21",15549669,"darsh5000","C","765/212","FI",61.11222,22.56601,379,1334
"22",15552727,"mcrumr","T","Hollywood, Fl","US",26.0112,-80.14949,701,1954
"23",15636736,"rolivier","C","France","FR",46.22764,2.21375,154,199
"24",15856232,"daisyraisler","C","Florida","US",27.66483,-81.51575,42,14
"25",15905863,"Mike_Demarest","C","New York, New Jersey","US",40.71278,-74.00594,446,611
"26",15975961,"edlavallie","C","Wisconsin, USA","US",43.78444,-88.78787,73,98
"27",15979927,"Barway","T","Virginia Beach,Virginia","US",36.85293,-75.97799,473,2014
"28",15984832,"McTagh","C","Goochland, VA","US",37.68414,-77.88537,19,64
"29",16097934,"curtisbwp","C","Florida USA","US",27.66483,-81.51575,6,14
"30",16156816,"funrunners","C","PA","US",41.20332,-77.19452,213,490
"31",16162836,"FrankieFusco","T","","",0,0,118,110
"32",16166128,"serendipitea","C","","",0,0,NA,NA
"33",16187280,"fentonlawless","C","","",0,0,555,679
"34",16201634,"jponticel","C","","",0,0,81,123
"35",16212796,"fromasta_m","C","","",0,0,4,44
"36",16226368,"Bakerfour","C","","",0,0,8,7
"37",16383061,"TopTurtle","C","Madison Al","US",34.69926,-86.74833,9,22
"38",16535930,"PetalBelle","C","New York, NY/ Philadelphia, Pa","US",40.71278,-74.00594,498,916
"39",16747121,"slickfox","T","","",0,0,72,404
"40",16806656,"LandmarkLarry","C"," Palm Beach, FL","US",26.70562,-80.03643,41,49
"41",16845216,"borgmanjj","C","","",0,0,178,374
"42",16950680,"greenliving3","T","US","US",37.09024,-95.71289,380,668
"43",17059701,"thomasz28","C","Canton, MA","US",42.15843,-71.14477,42,29
"44",17086856,"MamaD55","T","Palmdale, Ca.","US",34.57943,-118.11646,49,355
"45",17240764,"witchE","T","","",0,0,8,29
"46",17298664,"sheliawelch","C","U.S.","US",37.09024,-95.71289,38,132
"47",17417070,"Stanleyj","C","Garland, Tx.","US",32.91262,-96.63888,54,53
"48",17501279,"confederateflag","C","New Jersey, USA","US",40.05832,-74.40566,68,52
"49",17581438,"jcoscino","C","Mandeville, Louisiana","US",30.35825,-90.06563,274,432
"50",17642716,"TonyClevenger","C","phoenix az metrosuperplex","US",33.44838,-112.07404,51,412
"51",17648540,"Providential","C","Fort Myers, FL","US",26.64063,-81.87231,156,192
"52",17693831,"Punkido","T","","",0,0,267,12
"53",17735910,"Hankers","C","Iroquois, ON - Canada","CA",44.8487,-75.3162,586,441
"54",17756228,"richierich62576","C","Keene, NY","US",44.25616,-73.79209,170,168
"55",17778921,"Padraigen","C","Colorado Native","US",38.93184,-104.86733,773,977
"56",17870083,"rayj00","C","United States","US",37.09024,-95.71289,15,15
"57",17887097,"venitta","C","oklahoma city","US",35.46756,-97.51643,34,27
"58",17951957,"djbasham","C","","",0,0,NA,NA
"59",18081837,"mountainattic","C","Colorado, USA","US",39.55005,-105.78207,51,224
"60",18084009,"RoboStyle","C","USA","US",37.09024,-95.71289,78,119
"61",18128814,"h5guy","C","Kansas City","US",39.09973,-94.57857,374,264
"62",18150885,"KathCT","C","Connecticut","US",41.60322,-73.08775,5,92
"63",18195204,"mrrolling","C","Southwest Michigan","US",44.31484,-85.60236,337,423
"64",18225323,"bigal64","C","Washburn, MT","US",44.79772,-110.43437,209,283
"65",18281493,"polina6","C","","",0,0,17,30
"66",18326379,"VitaBellaMakeup","C","Staten Island, NY","US",40.57953,-74.1502,606,889
"67",18397614,"jwk6422","C","","",0,0,42,156
"68",18557659,"mcgilh","T","Boston South Shore","US",42.29513,-71.12249,65,244
"69",18568363,"pyrrhophytes","T","","",0,0,50,9
"70",18611754,"a1elvisfan","C","","",0,0,3,17
"71",18707909,"Tigerdell","C","","",0,0,251,384
"72",18786099,"Nvania","C","","",0,0,702,1396
"73",18819827,"pavulous","C","Columbus","US",39.96118,-82.99879,143,30
"74",19108925,"pablomatto78","C","","",0,0,32,191
"75",19166734,"adastraschan","C","California","US",36.77826,-119.41793,8,79
"76",19186230,"DianeSawvell","C","Tennessee","US",35.51749,-86.58045,34,111
"77",19195442,"FeelnPreti","C","Brooklyn 11223","US",40.60092,-73.97713,14,35
"78",19212063,"mistim","C","Orlando, Florida","US",28.53834,-81.37924,30,139
"79",19303447,"csankey","C","WNY","US",41.91849,-79.65043,177,433
"80",19310288,"misskathymp","C","Boca Raton, Fl","US",26.36831,-80.12893,247,544
"81",19411850,"cjmorris1969","C","","",0,0,9,37
"82",19531467,"job2310","C","","",0,0,7,23
"83",19583690,"DiegoSantiago","T","London","GB",51.50735,-0.12776,232,66
"84",19738773,"JKJ308","C","L.A., Las Vegas & Nationwide","US",36.16994,-115.13983,272,726
"85",19793039,"waynejrobertson","C","","",0,0,12,43
"86",19835489,"bodyfixer","C","ozark,mo","US",37.02089,-93.20602,61,116
"87",19887029,"jesskazen","C","Colorado, USA","US",39.55005,-105.78207,336,563
"88",19903144,"LindaLeigh226","T","Boca Raton, FL","US",26.36831,-80.12893,225,91
"89",19919459,"FLDINGO","C","Gading Galoh, Kelantan","MY",5.86972,102.23493,14,32
"90",19946068,"crowbarhotel","C","USA","US",37.09024,-95.71289,21,21
"91",20278903,"MurphyDan","C","San Antonio, Texas","US",29.42412,-98.49363,83,63
"92",20281675,"MerelyJacob","C","United States","US",37.09024,-95.71289,101,111
"93",20312809,"gidget2114","C","Texas","US",31.9686,-99.90181,300,392
"94",20448547,"cbijames","C","Florida","US",27.66483,-81.51575,42,87
"95",20448570,"TimMiller_","T","Tennessee","US",35.51749,-86.58045,64,106
"96",20518400,"d14904","C","Elmira, NY","US",42.0898,-76.80773,97,227
"97",20730783,"Grammy8","C","Birmingham, Al","US",33.52066,-86.80249,785,952
"98",20808038,"jpughe","C","","",0,0,344,829
"99",20996484,"rubinoftoronto","T","","",0,0,NA,NA
"100",21062272,"jcoulterbrown","T","Seattle, WA","US",47.60621,-122.33207,283,1625
"101",21302859,"susancandelario","C","USA","US",37.09024,-95.71289,208,37
"102",21427566,"scotdanzer","C","Delaware","US",38.91083,-75.52767,12,21
"103",21538921,"joleone","C","Pennsylvania","US",41.20332,-77.19452,546,903
"104",21545149,"andrewmcnally","C","Chicago, IL","US",41.87811,-87.6298,237,980
"105",21579796,"sher747","C","CA","US",36.77826,-119.41793,183,422
"106",21622300,"deannakogel","C","USA","US",37.09024,-95.71289,238,436
"107",21708862,"shaleima","C","Owosso, MI United States","US",42.9978,-84.17664,6,14
"108",21770732,"larrywhitworth","C","Tennessee","US",35.51749,-86.58045,809,1747
"109",21809594,"ourbrides","C"," Montclair, NJ","US",40.8259,-74.20901,396,979
"110",21841611,"brentvsmaximvs","C","Kentucky","US",37.83933,-84.27002,10,34
"111",21899499,"ronebradley","C","Orlando, Florida USA","US",28.53834,-81.37924,238,433
"112",21920585,"scylla17","C","","",0,0,355,646
"113",22190373,"smithlovedunbar","C","United States","US",37.09024,-95.71289,76,112
"114",22258687,"midnite29","C","New York","US",40.71278,-74.00594,14,64
"115",22275683,"timanstine","C","Omaha, Nebraska, USA","US",41.25236,-95.99799,122,259
"116",22391141,"jillydog","T","","",0,0,8,66
"117",22425233,"Skycheker4Jesus","C","","",0,0,921,2152
"118",22485098,"dclucas","C","KY,CO,FL","US",28.93295,-81.66845,9,12
"119",22508452,"EmilDean","C","Long Beach Ca","US",33.77005,-118.19374,131,348
"120",22517156,"jvmgrospe","C","","",0,0,18,45
"121",22719839,"bstanley3","T","CT","US",41.60322,-73.08775,748,826
"122",22728614,"trader2025","T","Los Angeles","US",34.05223,-118.24368,555,367
"123",22785214,"the_sofa_king","C","New York","US",40.71278,-74.00594,65,103
"124",22853151,"fbutry","C","Phoenix, AZ","US",33.44838,-112.07404,122,236
"125",22857485,"tomslyck","C","Hermosa Beach, CA","US",33.86224,-118.39952,22,51
"126",22871846,"yvonnesita","C"," Fl","US",27.66483,-81.51575,227,394
"127",23096048,"teriwithzeal","C","","",0,0,NA,NA
"128",23124636,"VegasTLH","C","Las Veags","US",36.16994,-115.13983,19,54
"129",23140272,"christint","C","","",0,0,603,814
"130",23200769,"rpmalouin","C","Massachusetts","US",42.40721,-71.38244,66,430
"131",23237272,"mlittleton71","C","","",0,0,11,106
"132",23280422,"Bobk0402","C","Pittsburgh , Pennsylvania","US",40.44062,-79.99589,92,224
"133",23280942,"Johnlanderson25","C","Philadelphia, PA","US",39.95258,-75.16522,184,388
"134",23332368,"joedirect","T","","",0,0,364,738
"135",23348847,"PilanB","T","","",0,0,384,774
"136",23377485,"jvb123","C","","",0,0,34,32
"137",23445502,"swampusmaximus","C","Oakland County,MI Resident","US",42.4121,-83.13889,694,446
"138",23529048,"DRAY317","C","","",0,0,161,229
"139",23582253,"aeyberry","T","","",0,0,49,48
"140",23634082,"chirpingjohn","C","Bear, DE","US",39.62928,-75.65826,7,27
"141",23763915,"jacbrh","T","","",0,0,NA,NA
"142",23954512,"tegsss","C","","",0,0,40,210
"143",24005122,"hmriley","T","","",0,0,104,59
"144",24102908,"pagemichaels","C","","",0,0,18,107
"145",24287125,"spooncooker","C","detroit","US",42.33143,-83.04575,516,2178
"146",24369345,"cc125","T","","",0,0,505,1153
"147",24382604,"Cindytravis00","T","Nova Scotia, Canada","CA",44.68199,-63.74431,175,434
"148",24425550,"Sug1940","C","United States","US",37.09024,-95.71289,50,267
"149",24485962,"RickPitz","C","Canada","CA",56.13037,-106.34677,787,750
"150",24516169,"MargeryM","C","","",0,0,8,22
"151",24517068,"uspy2000","C","","",0,0,791,785
"152",24520600,"gon2god","C","USA","US",37.09024,-95.71289,367,795
"153",24545904,"richgupta","C","Agoura Hills, CA","US",34.15334,-118.76168,132,112
"154",24608476,"Yomi514","C","Rock Hill, SC","US",34.92487,-81.02508,130,196
"155",24780827,"Mike10011","C","","",0,0,21,28
"156",24823530,"Kimk26","C","Milwaukee, WI ","US",43.0389,-87.90647,84,183
"157",25006277,"DevinHS","C","Texas","US",31.9686,-99.90181,368,414
"158",25063596,"kimberley_page","T","Iowa & Texas","US",41.878,-93.0977,98,142
"159",25065527,"draaag1","C","Moon Shine Valley, TN; USA","US",35.10874,-87.36648,155,384
"160",25099598,"scottysixx","C","Tulsa,OK","US",36.15398,-95.99278,552,1676
"161",25102996,"angiedeblieux","C","Leeville, LA","US",29.24987,-90.2119,174,495
"162",25121822,"sunshinelaurie","C","","",0,0,43,35
"163",25162948,"DarfishIzady","C","California, USA","US",36.77826,-119.41793,383,327
"164",25330389,"KB3PXR","C","Waynesboro, Pa","US",39.75593,-77.57777,40,90
"165",25331628,"DOUGLUVS","C","The Rock","US",37.82666,-122.42301,5,12
"166",25372444,"michelecat","C","boston","US",42.36008,-71.05888,23,31
"167",25396204,"kbinatlanta","C","Hot Atlanta","US",44.8848,-84.02027,23,83
"168",25521639,"MissyV272","C","","",0,0,NA,NA
"169",25613508,"gsebastian","C","Oakmont, PA","US",40.52173,-79.84227,337,823
"170",25671292,"tazmofl","C","","",0,0,16,79
"171",25713102,"TJJREGAN","T","Alsip.IL.","US",41.66892,-87.73866,379,562
"172",25749731,"firesimbret","T","Oregon","US",43.80413,-120.5542,103,461
"173",25804414,"pam47russo","C","Staten Island, NY","US",40.57953,-74.1502,898,1555
"174",25808342,"rongarneyjr","C","Texas","US",31.9686,-99.90181,96,225
"175",25944870,"OrganicVandal","T","","",0,0,64,17
"176",26017020,"JoshViar","C","San Diego ","US",32.71574,-117.16108,434,779
"177",26017259,"jcross33","C","Delmar, Maryland","US",38.45595,-75.57742,124,401
"178",26117448,"FLEEA3","T","Jacksonville Florida","US",30.33218,-81.65565,227,419
"179",26135270,"maciel79","C","Dix Hills, NY","US",40.80482,-73.33623,8,23
"180",26161528,"need2knowu","C","","",0,0,NA,NA
"181",26177280,"helenberge","C","NYC, NY","US",40.71278,-74.00594,53,38
"182",26266763,"kc_xts","C","","",0,0,144,335
"183",26297328,"Leppycole","C","United States","US",37.09024,-95.71289,441,602
"184",26304066,"moey1262","C","","",0,0,65,392
"185",26381808,"haphazardou5","C","","",0,0,260,290
"186",26476655,"Lazer11111","C","","",0,0,68,155
"187",26528482,"GregMartinRacin","C","Ransomville,NY","US",43.23867,-78.90976,677,519
"188",26546200,"BubbaWest","C","GEORGIA","US",32.16562,-82.90008,350,670
"189",26743381,"compusoul","C","North Carolina","US",35.75957,-79.0193,43,126
"190",26785251,"Cammy__K","T","New York, NY","US",40.71278,-74.00594,562,459
"191",26885039,"JodyTexas","T","","",0,0,NA,NA
"192",26889563,"DarleneBrehm","C","USA","US",37.09024,-95.71289,126,299
"193",26999489,"KSOL77","C","PHILADELPHIA, PA","US",39.95258,-75.16522,105,55
"194",27293335,"tcsorr","C","","",0,0,256,1261
"195",27312135,"welleg","C","South Florida","US",27.66483,-81.51575,87,356
"196",27327642,"lisa_musser","C","Pennsylvania USA","US",41.20332,-77.19452,147,221
"197",27330528,"DiLiLaura","T","","",0,0,355,934
"198",27565787,"Brian18000","C","","",0,0,12,7
"199",27669463,"Double2step","C","","",0,0,173,436
"200",27683891,"americher1","T","Florida / NC","MX",17.53344,-99.5026,410,896
"201",27875357,"RightmindsRus","T","Maryland, USA","US",39.04575,-76.64127,632,826
"202",27889518,"KITTYKITTY4863","C","","",0,0,429,710
"203",27963129,"TheLadyDeVille","T","","",0,0,26,69
"204",27973461,"jaynefcollins","C","Wisconsin","US",43.78444,-88.78787,10,63
"205",28012012,"SuperCoolDee","C","","",0,0,18,35
"206",28102413,"jpcraft15","C","","",0,0,NA,NA
"207",28214420,"Aliwit","C","","",0,0,65,275
"208",28232515,"GoblinNetwork","T","","",0,0,550,1235
"209",28269648,"K_W_Walker","C","","",0,0,597,712
"210",28369054,"Malibu101834","C","","",0,0,390,550
"211",28413777,"JONEZJONEZJONEZ","C","","",0,0,NA,NA
"212",28548999,"lauralee35","T","","",0,0,50,92
"213",28631203,"Sessame1","C","","",0,0,3,5
"214",28639060,"Carlar01","C","RI. USA by way of Sicily","IT",37.59999,14.01536,654,609
"215",28762597,"natman2939","C","Alabama","US",32.31823,-86.9023,70,148
"216",28796846,"myboss2007","C","","",0,0,13,46
"217",28915772,"Irishsoccer","T","","",0,0,142,389
"218",28932042,"GloWha","C","North Port, FL","US",27.04422,-82.23593,26,42
"219",29045086,"williamwiley","C","","",0,0,184,1279
"220",29099801,"LFAllen","C","Virginia","US",37.43157,-78.65689,3,23
"221",29287755,"rcanales","C","CA","US",36.77826,-119.41793,115,220
"222",29365158,"dselby45","C","NE OKLA","US",35.00775,-97.09288,57,59
"223",29376549,"cpogash","T","San Francisco Bay Area","US",37.82718,-122.29131,501,613
"224",29598262,"jefferybowen","C","gadsden al","US",34.01426,-86.00664,199,239
"225",29742425,"fordsale","C","","",0,0,523,497
"226",29759829,"maggie560","C","","",0,0,240,266
"227",30004967,"boortzbabe","C","Suwanee, GA","US",34.05149,-84.0713,869,1261
"228",30210047,"markslarson","C","Draper, Utah","US",40.52467,-111.86382,133,484
"229",30256366,"Budkat8","T","","",0,0,288,1023
"230",30315137,"xpepsiguy","T","","",0,0,47,37
"231",30396488,"kannt1056","C","Campbell, CA","US",37.28717,-121.94996,32,161
"232",30481580,"JRHelms01","T","","",0,0,NA,NA
"233",30525953,"WVUMelloMan","C","","",0,0,NA,NA
"234",30528041,"HealthFreedom2","C","","",0,0,208,558
"235",30542827,"positivej","C","Tennessee, Murfreesboro","US",35.84562,-86.39027,303,718
"236",30856784,"KellyB1671","C","SW Florida","US",27.66483,-81.51575,529,815
"237",30885478,"llenroc32","C","canada","CA",56.13037,-106.34677,45,115
"238",30958594,"pauleddyjr","T","Baltimore, MD","US",39.29038,-76.61219,38,56
"239",30991872,"goenkrazy","C","Southern United States","US",33.39555,-112.50559,52,219
"240",31172522,"CATHY213","C","","",0,0,12,55
"241",31256670,"Twizzler6231","C","Mid-West USA","US",43.41136,-106.28002,1,8
"242",31265183,"treenbell","C","new york","US",40.71278,-74.00594,100,525
"243",31267804,"DAngelSSNTV","C","Higher Universe","PH",14.54068,121.05751,222,229
"244",31276000,"sher1264","T","Taneytown, MD","US",39.65788,-77.17443,164,445
"245",31296274,"roch2779","T","Michigan","US",44.31484,-85.60236,48,122
"246",31440293,"FancythisScents","C","Orange County California","US",33.71747,-117.83114,94,49
"247",31455886,"queenycastle","T","Dela-where?","US",42.44583,20.62278,43,182
"248",31587991,"SilverdriverLAB","C","","",0,0,17,180
"249",31741027,"s0ffi","C","","",0,0,318,289
"250",32160309,"HELENE7","C","FLORIDA","US",27.66483,-81.51575,22,32
"251",32207020,"carrieew","T","Virginia, USA","US",37.43157,-78.65689,157,380
"252",32273871,"lreddkopp","C","","",0,0,214,364
"253",32311802,"PowderPro","C","New Bedford, Ma.","US",41.63622,-70.93421,394,576
"254",32546484,"mkkma","T","FLORIDA","US",27.66483,-81.51575,3,7
"255",32580083,"baylisbuddy","T","","",0,0,13,11
"256",32620221,"Insidespin","C","The Beach","IE",51.53981,-9.27273,325,737
"257",32810732,"KIMMY069","C","Garland, TX","US",32.91262,-96.63888,343,655
"258",32871560,"edresq","C","","",0,0,10,19
"259",32890854,"sweetpeach77","T","Arizona, USA","US",34.04893,-111.09373,82,319
"260",32946026,"Hermes23","C","Hollywood, FL","US",26.0112,-80.14949,160,58
"261",33244395,"holjacks","C","","",0,0,3,19
"262",33355259,"suzyq619","C","Scottsdale, AZ","US",33.49417,-111.92605,25,42
"263",33569976,"WandaNorwood","T","","",0,0,59,115
"264",33648132,"raykelly735","C","","",0,0,163,439
"265",33658276,"thebestcloser","C","Maryland, USA","US",39.04575,-76.64127,115,36
"266",33671330,"desireem4","C","Iowa","US",41.878,-93.0977,19,60
"267",33884704,"helenangela2005","C","staten island new york","US",40.57953,-74.1502,24,26
"268",33970225,"emanuelmccray","C","Little Italy  (San Diego), CA","US",32.72415,-117.16839,683,2224
"269",34059254,"cello73","C","Peoria, IL","US",40.69365,-89.58899,150,799
"270",34122746,"Diane0309","C","Virginia Beach, VA","US",36.85293,-75.97799,3,6
"271",34267127,"ElGringoman","C","New York","US",40.71278,-74.00594,601,579
"272",34337589,"Daniella_Ronnie","C","","",0,0,681,618
"273",34447232,"rgreider","C","Outer Banks, North Carolina","US",35.55849,-75.46652,89,302
"274",34603594,"rljflowerchild","C","","",0,0,136,409
"275",34604574,"foggy666","C","SC- USA","US",33.83608,-81.16372,65,80
"276",34817515,"BRMASH58","C","Harrison TN","US",35.11368,-85.13801,358,906
"277",34967696,"buffydog1","C","Kalamazoo, Michigan","US",42.29171,-85.58723,27,205
"278",35000984,"SteveClaunch","C","","",0,0,28,14
"279",35069053,"Rbbrkhd","C","","",0,0,73,101
"280",35212631,"AnnaRichter1","C","Houston","US",29.76043,-95.3698,38,126
"281",35248303,"Manuyakima","C","yakima, wa","US",46.60207,-120.5059,62,209
"282",35255072,"DreamRocket1","C","","",0,0,130,328
"283",35256052,"keluttcu","C","Dallas, TX","US",32.77666,-96.79699,726,1092
"284",35266911,"RockyMtnFan","C","Edmonton Alberta/Denver,CO","US",39.73924,-104.99025,39,91
"285",35365137,"Sonoran_Sheri","C","Arizona","US",34.04893,-111.09373,184,139
"286",35500378,"Mindy4110","C","","",0,0,19,25
"287",35622166,"Arelik4","C","Wichita, Kansas","US",37.68718,-97.33005,703,584
"288",35668892,"ubervgeek","C","NC, USA","US",35.75957,-79.0193,79,270
"289",35827401,"TrumpChic","C","USA","US",37.09024,-95.71289,74,177
"290",35887166,"rion_flavell","C","","",0,0,71,66
"291",36084277,"Corpexec","C","Florida","US",27.66483,-81.51575,41,82
"292",36084358,"Zagreus66","C","Arizona","US",34.04893,-111.09373,580,1178
"293",36110197,"mclearsight","C","Boston, Massachusetts","US",42.36008,-71.05888,298,836
"294",36376016,"joshalex30","C","Big Orange Country ","US",30.11335,-93.98937,333,1057
"295",36408026,"thebrick1","C","","",0,0,161,1160
"296",36679068,"David_J_R","C","","",0,0,298,368
"297",36944233,"VickiMCulpepper","T","Georgia, USA","US",32.16562,-82.90008,195,498
"298",37096946,"Mike41472","C","New York","US",40.71278,-74.00594,79,148
"299",37218057,"GETSOME45","T","colorado springs, Colorado","US",38.83388,-104.82136,448,1445
"300",37297553,"_MattBryant","C","Mount Vernon KY","US",37.35286,-84.34049,817,427
"301",37335686,"Crina2016","C","","",0,0,80,90
"302",37427033,"taronis","C","MA","US",42.40721,-71.38244,18,82
"303",37470429,"netsrfr48","C","","",0,0,9,35
"304",37531193,"Blobert66","C","Stroudsburg, PA","US",40.98676,-75.19462,24,25
"305",37544207,"superdjbigpoppa","C","Hollywood, CA","US",34.09281,-118.32866,798,2159
"306",37766172,"Peppy_5","C","United States","US",37.09024,-95.71289,24,16
"307",37810626,"TonyDeRose928","C","New Richmond, Ohio 45157","US",38.94868,-84.27994,162,260
"308",37948577,"tv2309","T","N.Y. CITY","US",40.71278,-74.00594,150,381
"309",37970826,"sarah_mcrae","C","Juneau, AK","US",58.30194,-134.41972,621,633
"310",37993554,"chaszen1406","T","","",0,0,23,125
"311",38126579,"betioserrano","C","Santa Ana, CA","US",33.74557,-117.86783,252,163
"312",38222601,"amsteelpres","C","New Hampshire","US",43.19385,-71.5724,39,54
"313",38271966,"JohnRBackman","C","Sandy Springs, GA","US",33.93044,-84.37331,116,88
"314",38441022,"Rahooty","C","","",0,0,130,128
"315",38557149,"Greg99205","C","Washington, USA","US",38.90719,-77.03687,9,151
"316",38701090,"nicholaswolfson","C","","",0,0,NA,NA
"317",38741750,"DR5150","C","Pacific Northwest Coast","US",44.47861,-124.07946,42,141
"318",38772310,"tainomessenger","T","","",0,0,41,54
"319",38816630,"mamabone1","C","","",0,0,433,508
"320",39130398,"Laddbrookfarm","T","","",0,0,28,110
"321",39269284,"ralfhaug","C","","",0,0,32,34
"322",39289869,"ccchrissyy","C","United States","US",37.09024,-95.71289,329,525
"323",39359257,"Indamixx","C","HOLLYWOOD BEACH ALL DAY","US",34.09281,-118.32866,187,18
"324",39377199,"AJbenavi","T","New York, NY","US",40.71278,-74.00594,43,112
"325",39380408,"RenaShivar","T","Seattle Wa","US",47.60621,-122.33207,7,5
"326",39508427,"dphotomeister","C","Pittsburgh, PA, USA","US",40.44062,-79.99589,67,148
"327",39778189,"outsideingirl","C","Texas","US",31.9686,-99.90181,126,172
"328",39814022,"Bunnyshines","T","California","US",36.77826,-119.41793,930,2036
"329",40360468,"beme69","C","arizona ","US",34.04893,-111.09373,56,257
"330",40364778,"Allgirls03","C","Texas","US",31.9686,-99.90181,155,310
"331",40397443,"glgraves","T","Laguna Woods","US",33.6103,-117.72533,157,483
"332",40771476,"jrwhites","C","","",0,0,108,207
"333",40969855,"donorconsultant","C","Nationwide","GB",51.53816,-1.77706,122,149
"334",41037188,"clowdbuster","C","","",0,0,151,1024
"335",41043950,"Kev2nz","C","The Hills","GB",50.83276,-0.20782,76,46
"336",41249075,"FlackArt","T","","",0,0,89,93
"337",41286024,"freenetommmy","C","Scottsdale, Az","US",33.49417,-111.92605,3,108
"338",41421828,"olabaha","C","nv","US",38.80261,-116.41939,186,210
"339",41706717,"ChasVincent","T","Long Island, New York","US",40.78914,-73.13496,23,98
"340",41741149,"fionaswamping","T","eastern shore of virginia, USA","US",37.13526,-75.95872,88,68
"341",41746770,"cowdresser","C","California","US",36.77826,-119.41793,494,1558
"342",42043635,"clbrownjr","C","Columbus, Georgia","US",32.46098,-84.98771,112,272
"343",42143406,"Gabeangel","C","","",0,0,11,7
"344",42314144,"sherryvec","C","","",0,0,24,32
"345",42330331,"kschwartz88","C","California, USA","US",36.77826,-119.41793,20,36
"346",42535800,"Jeremy_E_Lynn","C","Indiana","US",40.26719,-86.1349,43,138
"347",42740158,"RandeeMaxine","C","Oroville, CA","US",39.51378,-121.55636,205,115
"348",42821699,"tweetpotatoe","C","New Port Richey, FL","US",28.24418,-82.71927,806,2052
"349",43088064,"phoebesmimi","C","","",0,0,4,24
"350",43094696,"xmlwx75","C","Tampa","US",27.95058,-82.45718,566,887
"351",43254016,"hickey_ryan","C","","",0,0,NA,NA
"352",43257447,"netcynergy","C","Texas, USA","US",31.9686,-99.90181,618,694
"353",43451011,"webblakewoman","C","Minnesota, USA","US",46.72955,-94.6859,87,265
"354",43454042,"KellyAPritchard","C","Santa Barbara, California","US",34.42083,-119.69819,429,270
"355",43520678,"rsjbe","C","Tucson, AZ","US",32.22174,-110.92648,6,40
"356",43571221,"Genghisthekhan","C","","",0,0,47,53
"357",43806127,"blakehedgepath","C","South Carolina, USA","US",33.83608,-81.16372,65,99
"358",44126131,"LanceCiepiela","T","Arizona USA","US",34.04893,-111.09373,505,689
"359",44159283,"tiff_im","C","","",0,0,194,424
"360",44341842,"dheartthrob","C","Mangum, Oklahoma","US",34.872,-99.50426,231,568
"361",44409809,"bobhutt","C","Indiana","US",40.26719,-86.1349,618,858
"362",44529737,"allamerican2","C","","",0,0,136,339
"363",44896308,"jtwray67","C","Virginia Beach, Virginia","US",36.85293,-75.97799,61,142
"364",44998600,"Winnson","C","Hong Kong","HK",22.39643,114.1095,91,58
"365",45059581,"JJJoleena","C","Somewhere in the US of A","US",59.74237,-151.63988,305,736
"366",45698807,"riskit1","C","","",0,0,7,6
"367",45925610,"CherokeeGrace","C","United States","US",37.09024,-95.71289,269,431
"368",46023692,"hippiechick07","C","United States","US",37.09024,-95.71289,70,79
"369",46260635,"duratote","C","pennsylvaina","US",41.20332,-77.19452,461,677
"370",46302466,"roque4jesus","C","Miami, FL","US",25.76168,-80.19179,54,56
"371",47353326,"worldpatriot","T","","",0,0,30,75
"372",47370113,"Becket184","C","","",0,0,2,0
"373",47474927,"KevinForShort","C","NOLA","US",29.95107,-90.07153,562,680
"374",47792401,"amazinghands","T","San Diego Ca","US",32.71574,-117.16108,137,277
"375",47818098,"Kaaska","C","Lexington, SC","US",33.98154,-81.23621,9,18
"376",48187756,"VinceMantuano","C","","",0,0,47,45
"377",48240472,"reyeslv","C","Arizona","US",34.04893,-111.09373,123,351
"378",48335312,"Travelerrd","C","United States","US",37.09024,-95.71289,58,63
"379",48409823,"saravern","C","","",0,0,128,181
"380",48738568,"BryanVStevens","C","Corona, CA","US",33.87529,-117.56644,19,73
"381",48774099,"maverickpost","C","Arizona, USA","US",34.04893,-111.09373,377,467
